X,Y
0.5851845604647008,0.6892815468912917
0.5925797850089816,0.683424195737789
0.5958964566383558,0.6770054238662206
0.5959005950031822,0.6697231816668883
0.5959005950031822,0.6624376196034886
0.5959005950031822,0.6551520575400888
0.5959005950031822,0.647866495476689
0.5959005950031822,0.6405809334132891
0.5959005950031822,0.6332953713498892
0.5958485031785354,0.6260423939220927
0.587429034178244,0.6205595801209937
0.5613852562791766,0.6167191314703514
0.5403492736575299,0.6122326012505989
0.5121717868279165,0.6089997122734643
0.4784519103100706,0.6059410210951068
0.44874206971124453,0.6029242413061704
0.407494492629767,0.6010028087905945
0.3707025927702241,0.598582968081506
0.3364893631828303,0.595630365875068
0.29831724623348066,0.5936963793572395
0.2601620525828676,0.5913047354940553
0.22333486818030845,0.5888586358858883
0.1867030373214349,0.5864356880928877
0.15188006985374214,0.5835082421344923
0.12289912303741435,0.5802254677957984
0.08886542986199908,0.5772580443134444
0.061040534487203146,0.5736195056155016
0.03614803671257416,0.5691749804493218
0.03136466244421321,0.5621455897993944
0.037631018768161884,0.5552351496659024
0.059218997244805394,0.5507608932760343
0.06325488546173963,0.5444468014952267
0.07925740287473593,0.5385925273039964
0.09429640122491412,0.5338502170918604
0.11087633168235866,0.5281937908763672
0.1276806801690995,0.5235289215261517
0.1493454420281366,0.5187282389821154
0.17035786451819002,0.5142116260004133
0.1890009883715904,0.5097606854548827
0.21691394628969807,0.5054328771257588
0.25350211940441447,0.5029824460395891
0.29093601004437897,0.500567122377658
0.3324465812704802,0.4987744236420089
0.38113503647765423,0.49743676911027473
0.4269129396954954,0.49667801433660114
0.4759199714532043,0.4953681868600555
0.5295044335748647,0.4952853141070743
0.5718373439193516,0.4937184529415804
0.6233070589777667,0.4939250958420898
0.6509725229916423,0.4940345888826297
0.6894361325169727,0.4914104427659063
0.7441282948570542,0.49120226362129543
0.7939761845514215,0.4908910077291204
0.8390214540678054,0.48924079822348265
0.89200852578159,0.4890472238433624
0.9334165016218292,0.487398074719173
0.9726441695244397,0.4854917176607292
1.0,0.48245391390258424
0.9960311941924025,0.4778839124475735
0.9594653429516096,0.47615719343180213
0.9168796599202302,0.47414482266402225
0.8787424770682741,0.4720745201417503
0.8442901410539485,0.4688667461278969
0.8068106633650047,0.46682971986877336
0.7695857280433547,0.46441509699617195
0.7326178634225267,0.4621382591676309
0.691005636977827,0.4602421301633421
0.6556652547629271,0.4573878923398182
0.6340523682942969,0.4529149208583899
0.6422777030283853,0.44750107995618155
0.6429484813935487,0.4404836981558523
0.6444163776346703,0.43325466184266437
0.6572266394757897,0.42751470767996386
0.658629920859024,0.4206978382655025
0.6583830109514475,0.41353028779225215
0.6475999612169807,0.40811614270464824
0.6315263536616009,0.4028499749327633
0.6386696872148709,0.3978235134637382
0.6183889556517599,0.3945535217900511
