HRV_MeanNN,HRV_SDNN,HRV_SDANN1,HRV_SDNNI1,HRV_SDANN2,HRV_SDNNI2,HRV_SDANN5,HRV_SDNNI5,HRV_RMSSD,HRV_SDSD,HRV_CVNN,HRV_CVSD,HRV_MedianNN,HRV_MadNN,HRV_MCVNN,HRV_IQRNN,HRV_SDRMSSD,HRV_Prc20NN,HRV_Prc80NN,HRV_pNN50,HRV_pNN20,HRV_MinNN,HRV_MaxNN,HRV_HTI,HRV_TINN,HRV_ULF,HRV_VLF,HRV_LF,HRV_HF,HRV_VHF,HRV_TP,HRV_LFHF,HRV_LFn,HRV_HFn,HRV_LnHF,HRV_SD1,HRV_SD2,HRV_SD1SD2,HRV_S,HRV_CSI,HRV_CVI,HRV_CSI_Modified,HRV_PIP,HRV_IALS,HRV_PSS,HRV_PAS,HRV_GI,HRV_SI,HRV_AI,HRV_PI,HRV_C1d,HRV_C1a,HRV_SD1d,HRV_SD1a,HRV_C2d,HRV_C2a,HRV_SD2d,HRV_SD2a,HRV_Cd,HRV_Ca,HRV_SDNNd,HRV_SDNNa,HRV_DFA_alpha1,HRV_MFDFA_alpha1_Width,HRV_MFDFA_alpha1_Peak,HRV_MFDFA_alpha1_Mean,HRV_MFDFA_alpha1_Max,HRV_MFDFA_alpha1_Delta,HRV_MFDFA_alpha1_Asymmetry,HRV_MFDFA_alpha1_Fluctuation,HRV_MFDFA_alpha1_Increment,HRV_ApEn,HRV_SampEn,HRV_ShanEn,HRV_FuzzyEn,HRV_MSEn,HRV_CMSEn,HRV_RCMSEn,HRV_CD,HRV_HFD,HRV_KFD,HRV_LZC
780.4,598.6031459287442,,,,,,,844.0972755117243,867.148853717125,0.7670465734607178,1.0816213166475197,612.0,252.04199999999997,0.4118333333333333,312.0,0.7091636986576552,434.4,835.2,80.0,85.0,328.0,2892.0,10.0,109.375,,,,0.07164365687311952,,0.07164365687311952,,,1.0,-2.636050657962296,613.1668347615206,610.4026472852698,1.0045284657406783,1175831.0860312236,0.9954919488146716,6.777315047625845,2430.6036836305916,0.7,0.7777777777777777,1.0,0.5,51.08958837772397,53.02700679227294,49.16576089890885,44.44444444444444,0.4646717740582016,0.5353282259417984,418.01435382053563,448.67112429682584,0.5695132324014011,0.4304867675985991,460.6470752281858,400.49427448664426,0.5168509005924201,0.4831490994075798,439.8475462681825,425.2654710144954,0.8324691389537503,0.710919770080086,0.7967731989353783,0.7836754629012865,0.03088031036758032,-0.022842843259459844,-0.5184236486103296,0.001224001814611259,0.03862168383742864,0.451368164812195,1.3862943611198906,4.221928094887363,0.8867411062383133,,,,1.7930211925416373,1.9754162064359817,1.9005860816527658,1.296578428466209
